"","id","k","v"
"3656698",78502735,"highway","unclassified"
"3656699",78502735,"name","Low Whitehouse Row"
"3656700",78502736,"highway","unclassified"
"3656701",78502736,"name","St Helens Street"
"3656702",78502739,"highway","unclassified"
"3656703",78502739,"name","Sardinia Street"
"3656704",78502740,"highway","unclassified"
"3656705",78502740,"name","Whitehouse Street"
"3656706",78502742,"highway","unclassified"
"3656707",78502742,"name","Kitson Road"
"3656708",78502743,"highway","unclassified"
"3656709",78502743,"name","Kitson Road"
"3656710",78502744,"highway","unclassified"
"3656711",78502744,"name","Pottery Road"
"3656712",78502745,"highway","unclassified"
"3656713",78502745,"name","Hudswell Road"
"3656714",78502746,"highway","unclassified"
"3656715",78502747,"highway","unclassified"
"3656716",78502747,"name","Whitehouse Street"
"3656717",78502747,"oneway","yes"
"3656836",78504428,"highway","footway"
"3656837",78504431,"highway","residential"
"3656838",78504431,"lit","yes"
"3656839",78504431,"name","Hillidge Road"
"3656840",78504431,"oneway","yes"
"3656841",78504432,"highway","unclassified"
"3656842",78504436,"highway","residential"
"3656843",78504436,"name","Hillidge Square"
"3656844",78504437,"highway","unclassified"
"3656845",78504437,"lit","yes"
"3656846",78504437,"name","Hunslet Green Way"
"3656847",78504438,"highway","unclassified"
"3656848",78504438,"lit","yes"
"3656849",78504438,"name","Hunslet Green Way"
"3656850",78504438,"oneway","yes"
"3656851",78504440,"highway","residential"
"3656852",78504440,"name","Chesney Avenue"
"3656853",78504441,"highway","residential"
"3656854",78504441,"name","Jack Lane"
"3656855",78504442,"highway","residential"
"3656856",78504442,"name","Grange Close"
"3656857",78504443,"highway","unclassified"
"3656858",78504444,"highway","unclassified"
"3656859",78504444,"name","Hillidge Road"
"3656860",78504445,"highway","unclassified"
"3656861",78504446,"highway","unclassified"
"3656862",78504446,"name","Grange Road"
"3656863",78504447,"highway","unclassified"
"3656864",78504447,"name","Grange Road"
"3656865",78504448,"highway","unclassified"
"3656866",78504448,"name","Grange Road"
"3656867",78504449,"highway","unclassified"
"3656868",78504449,"name","Grange Road"
"3656869",78504450,"highway","unclassified"
"3656870",78504450,"name","Elmtree Lane"
"3656871",78504451,"highway","unclassified"
"3656872",78504451,"oneway","yes"
"3656873",78504452,"highway","unclassified"
"3656874",78504452,"oneway","yes"
"3656875",78504453,"highway","unclassified"
"3656876",78504453,"name","Pym Street"
"3656877",78504542,"highway","footway"
"3657028",78507134,"highway","service"
"3657029",78507138,"highway","service"
"3657030",78507138,"name","Wellington Place"
"3657031",78507139,"highway","unclassified"
"3657032",78507139,"name","Wellington Place"
"3657033",78507140,"highway","service"
"3657034",78507141,"highway","service"
"3657035",78507142,"highway","unclassified"
"3657036",78507142,"name","Benyon Parkway"
"3657037",78507144,"highway","unclassified"
"3657038",78507144,"name","United Business Park"
"3657039",78507145,"highway","unclassified"
"3657040",78507145,"name","United Business Park"
"3657041",78507146,"highway","unclassified"
"3657042",78507146,"name","Benyon Parkway"
"3657092",78507504,"highway","service"
"3657093",78507506,"highway","residential"
"3657094",78507506,"name","Lovell Park Close"
"3657095",78507507,"highway","residential"
"3657096",78507507,"name","Lovell Park Mews"
"3657101",78507512,"highway","service"
"3657102",78507513,"highway","unclassified"
"3657111",78507521,"highway","residential"
"3657112",78507521,"name","Lofthouse Place"
"3657140",78507986,"highway","service"
"3657141",78507986,"name","Riverside Way"
"3657239",78509748,"highway","residential"
"3657240",78509750,"highway","residential"
"3657241",78509750,"name","Westfield Crescent"
"3657242",78509754,"highway","residential"
"3657243",78509754,"name","Hollis Place"
"3657244",78509756,"highway","service"
"3657245",78509757,"highway","service"
"3657246",78509768,"highway","residential"
"3657247",78509768,"name","Consort Walk"
"3657248",78509770,"highway","residential"
"3657249",78509772,"highway","residential"
"3657250",78509777,"highway","service"
"3657251",78509777,"name","Back Boundary Terrace"
"3657252",78509781,"highway","residential"
"3657253",78509781,"name","Back Claremont Grove"
"3657254",78509783,"highway","service"
"3657256",78509785,"highway","service"
"3657257",78509785,"name","Back Claremont Terrace"
"3657258",78509788,"highway","service"
"3657259",78509788,"name","Back Claremont Avenue"
"3657260",78509789,"highway","service"
"3657261",78509789,"name","Kendal Walk"
"3657262",78509790,"highway","service"
"3657263",78509790,"name","Kendal Walk"
"3657264",78509791,"highway","unclassified"
"3657265",78509791,"name","Rutland Mount"
"3657266",78509792,"highway","primary"
"3657267",78509792,"lanes","2"
"3657268",78509792,"lit","yes"
"3657269",78509792,"name","West Street"
"3657270",78509792,"oneway","yes"
"3657271",78509792,"ref","A65"
"3657272",78509793,"highway","primary"
"3657273",78509793,"lanes","2"
"3657274",78509793,"lit","yes"
"3657275",78509793,"maxspeed","30 mph"
"3657276",78509793,"name","Kirkstall Road"
"3657277",78509793,"oneway","yes"
"3657278",78509793,"ref","A65"
"3657279",78509794,"highway","service"
"3657280",78509794,"name","Grove Street"
"3657363",78514627,"highway","residential"
"3657364",78514627,"name","Cross Kelso Road"
"3657365",78514628,"highway","residential"
"3657366",78514628,"name","Burley Lodge Place"
"3657367",78514629,"highway","residential"
"3657368",78514629,"name","Willow Garth"
"3657369",78514630,"highway","service"
"3657370",78514630,"name","Back Westfield Road"
"3657371",78514631,"highway","service"
"3657372",78514631,"name","Back Rosebank Crescent"
"3657373",78514634,"highway","service"
"3657374",78514636,"highway","service"
"3657375",78514636,"name","Back Kelso Road"
"3657376",78514639,"highway","residential"
"3657377",78514639,"name","Regent Terrace"
"3657378",78514645,"highway","service"
"3657379",78514646,"highway","residential"
"3657380",78514646,"name","Beamsley Terrace"
"3657381",78514649,"highway","residential"
"3657382",78514649,"name","Beamsley Mount"
"3657383",78514650,"highway","residential"
"3657384",78514650,"name","Back Beamsley Terrace"
"3657385",78514652,"highway","residential"
"3657386",78514652,"name","Back Beamsley Mount"
"3657387",78514661,"highway","residential"
"3657388",78514661,"name","Beamsley Place"
"3657389",78514663,"highway","residential"
"3657390",78514663,"name","Beamsley Grove"
"3657391",78514665,"highway","service"
"3657392",78514665,"name","Back Beamsley Grove"
"3657393",78514675,"highway","residential"
"3657394",78514675,"name","Back Harold Grove"
"3657395",78514676,"highway","residential"
"3657396",78514676,"name","Harold Grove"
"3657397",78514677,"highway","residential"
"3657398",78514677,"name","Harold Terrace"
"3657399",78514685,"highway","residential"
"3657400",78514688,"highway","residential"
"3657401",78514688,"name","Rosebank Crescent"
"3657402",78514691,"highway","residential"
"3657403",78514691,"name","Woodsley Green"
"3657404",78514694,"highway","residential"
"3657405",78514694,"name","Hyde Park Close"
"3657406",78514714,"highway","residential"
"3657407",78514714,"name","Kelsall Avenue"
"3657408",78514717,"highway","residential"
"3657409",78514717,"name","Autumn Avenue"
"3657410",78514719,"highway","residential"
"3657411",78514719,"name","Back Autumn Road"
"3657412",78514721,"highway","residential"
"3657413",78514721,"name","Autumn Grove"
"3657414",78514723,"highway","residential"
"3657415",78514723,"name","Autumn Place"
"3657416",78514729,"highway","residential"
"3657417",78514729,"name","Burley Lodge Place"
"3657418",78514735,"highway","residential"
"3657419",78514735,"name","King's Avenue"
"3657420",78514737,"highway","residential"
"3657421",78514737,"name","Kelsall Road"
"3657422",78514738,"highway","residential"
"3657423",78514738,"name","Kelsall Place"
"3657490",78517299,"highway","residential"
"3657491",78517299,"name","Copley Street"
"3657492",78517300,"highway","residential"
"3657493",78517300,"name","First Avenue"
"3657494",78517301,"highway","residential"
"3657495",78517302,"highway","residential"
"3657496",78517302,"name","Second Avenue"
"3657497",78517303,"highway","service"
"3657498",78517305,"highway","residential"
"3657499",78517305,"name","Holdforth Green"
"3657500",78517306,"highway","residential"
"3657501",78517306,"name","Holdforth Green"
"3657502",78517307,"highway","residential"
"3657503",78517307,"name","Holdforth Close"
"3657504",78517308,"highway","residential"
"3657505",78517309,"highway","residential"
"3657506",78517309,"name","Third Avenue"
"3657507",78517310,"highway","residential"
"3657508",78517310,"name","Grasmere Close"
"3657509",78517311,"highway","residential"
"3657510",78517311,"name","Cross Albert Place"
"3657511",78517312,"highway","residential"
"3657512",78517312,"name","Grasmere Court"
"3657513",78517315,"highway","residential"
"3657514",78517315,"name","Eighth Avenue"
"3657515",78517316,"highway","residential"
"3657516",78517316,"name","Fourteenth Avenue"
"3657517",78517320,"highway","residential"
"3657518",78517321,"highway","residential"
"3657519",78517321,"name","Sutherland Street"
"3657520",78517322,"highway","residential"
"3657521",78517322,"name","Herbalist Street"
"3657522",78517324,"highway","residential"
"3657523",78517324,"name","Hainsworth Street"
"3657524",78517325,"highway","residential"
"3657525",78517325,"name","Copley Yard"
"3657526",78517326,"highway","unclassified"
"3657527",78517326,"name","Rhodes Terrace"
"3657528",78517327,"highway","residential"
"3657529",78517327,"name","Clyde Approach"
"3657530",78517328,"highway","residential"
"3657531",78517328,"name","Clyde View"
"3657532",78517329,"highway","residential"
"3657533",78517329,"name","Clyde View"
"3657534",78517330,"highway","unclassified"
"3657535",78517330,"name","Driver Street"
"3657536",78517337,"highway","residential"
"3657537",78517337,"name","Bruce Lawn"
"3657538",78517338,"highway","residential"
"3657539",78517338,"name","Bruce Lawn"
"3657540",78517342,"highway","residential"
"3657541",78517342,"name","Bruce Gardens"
"3657542",78517343,"highway","footway"
"3657543",78517344,"highway","unclassified"
"3657544",78517344,"name","Lord Terrace"
"3657545",78517345,"highway","unclassified"
"3657546",78517345,"name","Lord Street"
"3657547",78517346,"highway","unclassified"
"3657548",78517346,"name","Rickard Street"
"3657549",78517347,"highway","service"
"3657550",78517347,"name","Whitehall Place"
"3657551",78517349,"highway","service"
"3657552",78517349,"name","Sutton Street"
"3657553",78517351,"highway","unclassified"
"3657554",78517351,"name","Driver Place"
"3657555",78517352,"highway","unclassified"
"3657556",78517352,"name","Coleman Street"
"3657557",78517353,"highway","tertiary"
"3657558",78517353,"name","St Matthew's Street"
"3657568",78517407,"highway","service"
"3657584",78518124,"highway","service"
"3676508",79650414,"foot","yes"
"3676509",79650414,"highway","footway"
"3676510",79650414,"tunnel","yes"
"3682548",80167133,"highway","residential"
"3682549",80167133,"name","Stonedene Park"
"3682550",80167137,"highway","unclassified"
"3682551",80167137,"name","York Place"
"3682552",80167138,"highway","service"
"3682553",80167138,"name","Hudson Close"
"3682554",80167143,"highway","service"
"3682555",80167143,"name","Northfield Mews"
"3682644",80173573,"highway","residential"
"3682645",80173573,"name","Netherdale Court"
"3682646",80173574,"highway","service"
"3682647",80173577,"highway","service"
"3682648",80173578,"highway","unclassified"
"3682649",80173578,"name","Sandbeck Lane"
"3682690",80175548,"foot","yes"
"3682691",80175548,"highway","footway"
"3682813",80180423,"highway","residential"
"3682814",80180423,"name","Scott Mews"
"3682815",80180425,"highway","tertiary"
"3682816",80180425,"maxspeed","30 mph"
"3682817",80180425,"name","Linton Lane"
"3682818",80180436,"highway","service"
"3682819",80180438,"highway","trunk"
"3682820",80180438,"lanes","2"
"3682821",80180438,"maxspeed","30mph"
"3682822",80180438,"name","Boston Road"
"3682823",80180438,"ref","A661"
"3682824",80180443,"highway","unclassified"
"3682825",80180443,"name","Scott Lane"
"3682826",80180443,"oneway","yes"
"3682827",80180451,"highway","residential"
"3682828",80180453,"highway","unclassified"
"3682829",80180453,"name","Bridge Foot"
"3682830",80180453,"oneway","yes"
"3682933",80186101,"highway","trunk"
"3682934",80186101,"maxspeed","30mph"
"3682935",80186101,"name","Main Street"
"3682936",80186101,"oneway","yes"
"3682937",80186101,"ref","A58"
"3682938",80186102,"highway","track"
"3682939",80186102,"name","Linton Common"
"3682940",80186103,"highway","residential"
"3682941",80186103,"name","Station Lane"
"3682942",80186104,"highway","trunk"
"3682943",80186104,"maxspeed","30mph"
"3682944",80186104,"name","Harewood Road"
"3682945",80186104,"oneway","yes"
"3682946",80186104,"ref","A659"
"3682947",80186106,"bridge","yes"
"3682948",80186106,"highway","footway"
"3682949",80186109,"highway","trunk"
"3682950",80186109,"maxspeed","30 mph"
"3682951",80186109,"name","Wetherby Road"
"3682952",80186109,"ref","A58"
"3682953",80186110,"highway","trunk"
"3682954",80186110,"maxspeed","30mph"
"3682955",80186110,"name","Main Street"
"3682956",80186110,"oneway","yes"
"3682957",80186110,"ref","A58"
"3682958",80186111,"highway","track"
"3682959",80186112,"highway","service"
"3682960",80186112,"name","Autumn Avenue"
"3682961",80186114,"highway","trunk"
"3682962",80186114,"maxspeed","30mph"
"3682963",80186114,"name","Leeds Road"
"3682964",80186114,"oneway","yes"
"3682965",80186114,"ref","A58"
"3682966",80186115,"highway","tertiary"
"3682967",80186115,"maxspeed","30 mph"
"3682968",80186115,"name","Main Street"
"3682970",80186119,"highway","track"
"3682971",80186121,"highway","residential"
"3682972",80186121,"name","Langwith Valley Road"
"3683056",80188612,"highway","residential"
"3683057",80188612,"name","Scarsdale Lane"
"3683058",80188613,"highway","residential"
"3683059",80188613,"name","Congreve Approach"
"3683060",80188614,"highway","residential"
"3683061",80188614,"name","Miles Garth"
"3683062",80188615,"highway","residential"
"3683063",80188615,"name","Congreve Way"
"3683064",80188617,"highway","service"
"3683065",80188619,"highway","residential"
"3683066",80188619,"name","Meadow Close"
"3683067",80188621,"highway","service"
"3683068",80188622,"highway","residential"
"3683069",80188622,"name","Second Avenue"
"3683070",80188626,"highway","residential"
"3683071",80188626,"name","Congreve Approach"
"3683072",80188631,"highway","residential"
"3683073",80188631,"name","First Avenue"
"3683074",80188632,"highway","residential"
"3683075",80188632,"name","Maple Gardens"
"3683076",80188633,"highway","service"
"3683077",80188636,"highway","service"
"3683078",80188637,"highway","residential"
"3683079",80188637,"name","Albans Close"
"3683080",80188638,"highway","service"
"3683081",80188638,"name","Paddock View"
"3683082",80188640,"highway","service"
"3683083",80188641,"highway","residential"
"3683084",80188641,"name","Scarsdale Ridge"
"3683273",80195066,"highway","residential"
"3683274",80195066,"name","Woodacre Green"
"3683275",80195067,"highway","residential"
"3683276",80195067,"name","Castle Grove"
"3683277",80195068,"highway","residential"
"3683278",80195068,"name","Castle Close"
"3683279",80195070,"highway","residential"
"3683280",80195070,"name","Castle Grove"
"3683281",80195071,"highway","residential"
"3683282",80195071,"name","Smithy Lane"
"3683283",80195072,"highway","residential"
"3683284",80195072,"name","Church Lane"
"3683285",80195074,"highway","residential"
"3683286",80195074,"name","Linden Close"
"3683287",80195075,"highway","residential"
"3683288",80195075,"name","Wetherby Road"
"3683289",80195076,"highway","residential"
"3683290",80195076,"name","Hetchell View"
"3683291",80195077,"highway","residential"
"3683292",80195077,"name","Keswick View"
"3683293",80195079,"highway","residential"
"3683294",80195079,"name","Woodacre Crescent"
"3683295",80195080,"highway","residential"
"3683296",80195080,"name","Bankfield"
"3683297",80195082,"foot","yes"
"3683298",80195082,"highway","path"
"3683299",80195082,"surface","asphalt"
"3683300",80195083,"highway","residential"
"3683301",80195083,"name","Cornmill Lane"
"3683302",80195083,"surface","asphalt"
"3683303",80195085,"highway","unclassified"
"3683304",80195085,"name","Bramham Lane"
"3683305",80195087,"highway","residential"
"3683306",80195087,"name","Tithe Barn Lane"
"3683307",80195088,"highway","residential"
"3683308",80195088,"name","The Ginnel"
"3683309",80195090,"highway","unclassified"
"3683310",80195090,"name","Blackmoor Lane"
"3683311",80195091,"highway","residential"
"3683312",80195091,"name","Margaret Avenue"
"3683313",80195092,"highway","residential"
"3683314",80195092,"name","Wetherby Road"
"3683315",80195094,"highway","residential"
"3683316",80195094,"name","Woodacre Green"
"3683317",80195096,"highway","unclassified"
"3683318",80195096,"name","Spear Fir"
"3683319",80195097,"highway","residential"
"3683320",80195097,"name","The Dell"
"3683321",80195098,"highway","residential"
"3683322",80195098,"name","Woodacre Green"
"3683323",80195099,"highway","residential"
"3683324",80195101,"highway","residential"
"3683325",80195102,"highway","residential"
"3683326",80195102,"name","The Drive"
"3683327",80195103,"highway","residential"
"3683328",80195104,"highway","service"
"3683329",80195105,"highway","residential"
"3683330",80195105,"name","Grange Close"
"3683333",80195108,"highway","residential"
"3683334",80195109,"highway","residential"
"3683335",80195109,"name","Cornmill Close"
"3683336",80195110,"highway","residential"
"3683337",80195110,"name","Woodacre Green"
"3683338",80195112,"highway","residential"
"3683339",80195112,"name","Grange Close"
"3683351",80195734,"highway","unclassified"
"3683352",80195735,"highway","unclassified"
"3683353",80195735,"name","Ling Lane"
"3683354",80195736,"highway","unclassified"
"3683355",80195736,"name","Coal Road"
"3683356",80195737,"highway","unclassified"
"3683357",80195737,"name","Bay Horse Lane"
"3683397",80197429,"highway","residential"
"3683398",80197429,"name","Meadow Croft"
"3683401",80197437,"highway","residential"
"3683402",80197437,"name","St Marys Garth"
"3683403",80197439,"highway","residential"
"3683404",80197439,"name","Wayside Crescent"
"3683405",80197443,"highway","residential"
"3683406",80197443,"name","The Firs"
"3683407",80197446,"highway","residential"
"3683408",80197446,"name","Argyle Mews"
"3683409",80197453,"highway","residential"
"3683410",80197453,"name","The Meadow"
"3683411",80197455,"highway","residential"
"3683412",80197455,"name","Stonefield"
"3683413",80197461,"highway","residential"
"3683414",80197461,"name","Green Way"
"3683415",80197463,"highway","residential"
"3683416",80197463,"name","North Hill"
"3683417",80197466,"highway","residential"
"3683418",80197466,"name","Church Drive"
"3683419",80197470,"highway","residential"
"3683420",80197470,"name","Church Drive"
"3683421",80197473,"highway","residential"
"3683422",80197473,"name","Hellwood Lane"
"3683423",80197477,"highway","residential"
"3683424",80197477,"name","Fern Chase"
"3683425",80197480,"highway","residential"
"3683426",80197480,"name","Wayside Avenue"
"3683427",80197485,"highway","residential"
"3683428",80197485,"name","Green View"
"3683429",80197489,"highway","residential"
"3683430",80197489,"name","Heather Vale"
"3683431",80197492,"highway","residential"
"3683432",80197492,"name","Fern Croft"
"3683433",80197494,"highway","residential"
"3683434",80197494,"name","Keswick Grange"
"3683435",80197497,"highway","residential"
"3683436",80197497,"name","The Firs"
"3683437",80197501,"highway","residential"
"3683438",80197501,"name","Woodlands Close"
"3683439",80197503,"highway","residential"
"3683440",80197503,"name","School Lane"
"3683441",80197504,"highway","residential"
"3683442",80197504,"name","Fern Way"
"3683443",80197509,"highway","residential"
"3683444",80197509,"name","Bracken Park"
"3683445",80197514,"highway","residential"
"3683446",80197514,"name","The Glade"
"3683447",80197516,"highway","residential"
"3683448",80197516,"name","Meadow Croft"
"3683449",80197519,"highway","residential"
"3683450",80197519,"name","The Glade"
"3683451",80197523,"highway","residential"
"3683452",80197523,"name","Woodlands Park"
"3683453",80197524,"highway","residential"
"3683454",80197524,"name","Heather Vale"
"3683455",80197525,"highway","residential"
"3683456",80197525,"name","Scarcroft Court"
"3683457",80197527,"highway","residential"
"3683458",80197527,"name","Manor Park"
"3683459",80197529,"highway","residential"
"3683460",80197529,"name","South Bank"
"3683461",80197532,"highway","residential"
"3683462",80197532,"name","The Paddock"
"3683463",80197535,"highway","residential"
"3683464",80197535,"name","The Croft"
"3683465",80197538,"highway","residential"
"3683466",80197538,"name","The Firs"
"3683467",80197539,"highway","residential"
"3683468",80197539,"name","Green View"
"3683469",80197540,"highway","residential"
"3683470",80197540,"name","The Close"
"3683471",80197543,"highway","residential"
"3683472",80197543,"name","Malthouse Close"
"3683473",80197545,"highway","residential"
"3683474",80197545,"name","The Firs"
"3683475",80197552,"highway","residential"
"3683476",80197552,"name","Syke Green"
"3683477",80197556,"highway","residential"
"3683478",80197556,"name","Laurel Close"
"3683479",80197557,"highway","residential"
"3683480",80197557,"name","Heather Gardens"
"3683481",80197560,"highway","residential"
"3683482",80197560,"name","Church Drive"
"3683491",80197781,"highway","unclassified"
"3683492",80197781,"name","Stoney Lane"
"3683493",80197783,"bicycle","yes"
"3683494",80197783,"foot","yes"
"3683495",80197783,"highway","bridleway"
"3683496",80197783,"surface","ground"
"3683497",80197784,"highway","unclassified"
"3683498",80197784,"name","Brandon Crescent"
"3683499",80197785,"highway","unclassified"
"3683500",80197785,"name","Brandon Crescent"
"3684843",80239106,"highway","residential"
"3684844",80239106,"maxspeed","30 mph"
"3684845",80239106,"name","Hawthorn Avenue"
"3684910",80240429,"highway","residential"
"3684911",80240429,"maxspeed","30mph"
"3684912",80240429,"name","Silver Lane"
"3684913",80240430,"highway","residential"
"3684914",80240430,"maxspeed","30 mph"
"3684915",80240430,"name","Haw Lane"
"3684916",80240431,"highway","residential"
"3684917",80240431,"maxspeed","30 mph"
"3684918",80240431,"name","Hawthorn Road"
"3684919",80240432,"highway","residential"
"3684920",80240432,"maxspeed","30 mph"
"3684921",80240432,"name","Marshall Street"
"3684922",80240433,"highway","residential"
"3684923",80240433,"maxspeed","30 mph"
"3684924",80240433,"name","Hawthorn Crescent"
"3684925",80240435,"highway","tertiary"
"3684926",80240435,"maxspeed","30 mph"
"3684927",80240435,"name","High Street"
"3684928",80240436,"highway","tertiary"
"3684929",80240436,"maxspeed","30 mph"
"3684930",80240436,"name","High Street"
"3684931",80240436,"oneway","yes"
"3685002",80240898,"highway","residential"
"3685003",80240898,"maxspeed","30 mph"
"3685004",80240898,"name","Albert Square"
"3685005",80240899,"highway","residential"
"3685006",80240899,"maxspeed","30 mph"
"3685007",80240899,"name","Club Row"
"3685008",80240903,"highway","residential"
"3685009",80240903,"maxspeed","30 mph"
"3685010",80240903,"name","Hawthorn Drive"
"3685011",80240906,"highway","residential"
"3685012",80240906,"maxspeed","30 mph"
"3685013",80240906,"name","Haw Avenue"
"3685014",80240909,"highway","residential"
"3685015",80240909,"maxspeed","30 mph"
"3685016",80240909,"name","Leslie Avenue"
"3685017",80240916,"highway","residential"
"3685018",80240916,"maxspeed","30 mph"
"3685019",80240916,"name","Marshall Street"
"3685184",80242073,"highway","service"
"3685185",80242074,"highway","service"
"3685186",80242075,"highway","residential"
"3685187",80242075,"name","Church Farm"
"3685188",80242078,"highway","service"
"3685189",80242079,"highway","service"
"3685190",80242080,"highway","residential"
"3685191",80242080,"name","Station Lane"
"3685192",80242081,"highway","residential"
"3685193",80242081,"name","Scotts Hill Close"
"3685194",80242082,"highway","residential"
"3685195",80242082,"name","Ellerker Road"
"3685196",80242084,"highway","service"
"3685197",80242085,"highway","service"
"3685198",80242087,"highway","service"
"3685199",80242088,"highway","residential"
"3685200",80242088,"name","Kirkfield Avenue"
"3685201",80242089,"highway","residential"
"3685202",80242089,"name","The Close"
"3685203",80242090,"highway","service"
"3685204",80242096,"highway","unclassified"
"3685205",80242096,"name","Rigton Green"
"3685206",80242100,"highway","bridleway"
"3685207",80242100,"name","Gateon House Lane"
"3685208",80242102,"highway","service"
"3685209",80242104,"highway","residential"
"3685210",80242104,"name","St John's Court"
"3685211",80242105,"highway","unclassified"
"3685212",80242105,"name","Thorner Lane"
"3685213",80242106,"highway","residential"
"3685214",80242106,"name","St Peter's Garth"
"3685215",80242108,"highway","service"
"3685216",80242110,"highway","residential"
"3685217",80242110,"name","Littlemoor Lane"
"3685218",80242111,"highway","residential"
"3685219",80242111,"name","Kirkfield Crescent"
"3685220",80242112,"highway","service"
"3685221",80242113,"highway","service"
"3685222",80242115,"highway","service"
"3685223",80242116,"highway","service"
"3685224",80242117,"highway","residential"
"3685225",80242117,"name","Kensington Avenue"
"3685226",80242119,"highway","residential"
"3685227",80242119,"name","Sedgegarth"
"3685228",80242120,"highway","residential"
"3685229",80242120,"name","Bankfield"
"3685230",80242121,"highway","residential"
"3685231",80242121,"name","Kirkby Garth"
"3685232",80242122,"highway","service"
"3685233",80242122,"name","Spion Kop"
"3685234",80242123,"highway","service"
"3685235",80242125,"highway","service"
"3685236",80242127,"highway","residential"
"3685237",80242128,"highway","residential"
"3685238",80242131,"highway","residential"
"3685239",80242131,"name","St John's Avenue"
"3685240",80242132,"highway","residential"
"3685241",80242132,"name","Mexborough Court"
"3685243",80242135,"highway","service"
"3685244",80242138,"highway","service"
"3685245",80242138,"name","Lumby Garth"
"3685246",80242141,"highway","service"
"3685247",80242142,"highway","service"
"3685248",80242143,"highway","residential"
"3685249",80242143,"name","Butts Garth Court"
"3685250",80242147,"highway","service"
"3685251",80242148,"highway","service"
"3685252",80242148,"name","Mexborough Court"
"3685253",80242153,"highway","service"
"3685254",80242154,"highway","residential"
"3685255",80242154,"name","St John's Court"
"3685256",80242155,"highway","unclassified"
"3685257",80242155,"name","Compton Lane"
"3685258",80242158,"highway","service"
"3685259",80242160,"highway","residential"
"3685260",80242160,"name","Manor Gardens"
"3685261",80242167,"highway","residential"
"3685262",80242167,"name","Station Lane"
"3685263",80242169,"highway","residential"
"3685264",80242169,"name","The Paddock"
"3685265",80242171,"highway","residential"
"3685266",80242171,"name","Butts Garth Farm"
"3685267",80242172,"highway","service"
"3685268",80242173,"highway","service"
"3685269",80242174,"highway","residential"
"3685270",80242174,"name","Moat End"
"3685335",80243534,"highway","service"
"3685336",80243538,"highway","service"
"3685337",80243539,"highway","service"
"3685338",80243544,"highway","service"
"3685339",80243558,"highway","track"
"3685340",80243562,"highway","service"
"3685341",80243564,"highway","service"
"3685342",80243570,"highway","service"
"3685343",80243571,"highway","track"
"3685344",80243574,"highway","service"
"3685345",80243574,"name","Hellwood Lane"
"3685346",80243581,"highway","service"
"3685347",80243585,"highway","track"
"3685348",80243586,"highway","service"
"3685349",80243587,"highway","residential"
"3685350",80243587,"name","Larch Wood"
"3685351",80243588,"highway","service"
"3685352",80243596,"highway","service"
"3685664",80249915,"highway","residential"
"3685665",80249915,"name","Malthouse Close"
"3685666",80249916,"highway","residential"
"3685667",80249916,"name","Paddock Green"
"3685668",80249917,"highway","residential"
"3685669",80249917,"name","The Meadow"
"3685670",80249918,"highway","unclassified"
"3685671",80249918,"name","Arena Park"
"3685672",80249919,"highway","residential"
"3685673",80249919,"name","Woodlands Close"
"3685674",80249920,"highway","tertiary"
"3685675",80249920,"maxspeed","30 mph"
"3685676",80249920,"name","Whitegate"
"3685677",80249921,"highway","trunk"
"3685678",80249921,"maxspeed","50 mph"
"3685679",80249921,"name","Wellington Hill"
"3685680",80249921,"ref","A58"
"3685681",80249922,"highway","unclassified"
"3685682",80249922,"name","Brandon Lane"
"3685683",80249923,"highway","trunk"
"3685684",80249923,"maxspeed","50 mph"
"3685685",80249923,"name","Leeds Road"
"3685686",80249923,"ref","A58"
"3685696",80249958,"footway","none"
"3685697",80249958,"highway","unclassified"
"3685698",80249958,"lanes","2"
"3685699",80249958,"lit","no"
"3685700",80249958,"maxspeed","60 mph"
"3685701",80249958,"name","Scotland Lane"
"3685702",80249958,"surface","paved"
"3685703",80249959,"highway","unclassified"
"3685704",80249959,"maxspeed","30 mph"
"3685705",80249959,"name","Scotland Lane"
"3685706",80249960,"highway","tertiary"
"3685707",80249960,"maxspeed","40 mph"
"3685708",80249960,"name","Brownberrie Lane"
"3685714",80250367,"highway","unclassified"
"3685715",80250367,"maxspeed","60 mph"
"3685716",80250367,"name","Cemetery Road"
"3685717",80250371,"highway","unclassified"
"3685718",80250371,"maxspeed","30 mph"
"3685719",80250371,"name","Cemetery Road"
"3687107",80266378,"highway","residential"
"3687108",80266378,"name","Claypit Lane"
"3687109",80266380,"highway","unclassified"
"3687110",80266380,"name","Main Street"
"3687116",80271902,"highway","primary"
"3687117",80271902,"lit","yes"
"3687118",80271902,"maxspeed","30 mph"
"3687119",80271902,"name","New Road Side"
"3687120",80271902,"ref","A65"
"3687121",80271910,"highway","primary"
"3687122",80271910,"lit","yes"
"3687123",80271910,"maxspeed","40 mph"
"3687124",80271910,"name","Abbey Road"
"3687125",80271910,"ref","A65"
"3687126",80271915,"bicycle","yes"
"3687127",80271915,"highway","primary"
"3687128",80271915,"lit","yes"
"3687129",80271915,"maxspeed","40 mph"
"3687130",80271915,"name","New Road Side"
"3687131",80271915,"ref","A65"
"3687132",80271919,"highway","primary"
"3687133",80271919,"lit","yes"
"3687134",80271919,"maxspeed","30 mph"
"3687135",80271919,"name","Abbey Road"
"3687136",80271919,"ref","A65"
"3687148",80278030,"highway","tertiary"
"3687149",80278030,"lanes","2"
